,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79
Moore,6.56371264591e-08,0.000505471510862,0.0024548941667,6.56371264591e-08,0.00202825284471,6.56371264591e-08,6.56371264591e-08,6.56371264605e-08,6.56371264591e-08,0.00460122820191,6.56371264591e-08,6.56371264591e-08,6.56371264591e-08,0.00166068493654,0.0178861825972,6.56371264591e-08,0.0759028386744,0.00496879611008,6.56371264591e-08,0.00257960470697,6.56371264591e-08,6.56371264591e-08,0.000151031027982,6.56371264605e-08,0.00171319463771,6.56371264591e-08,6.56371264591e-08,6.56371264591e-08,6.56371264591e-08,0.00825065243304,0.0493723121597,6.56371264591e-08,0.00222516422409,0.00639312175424,6.56371264591e-08,6.56371264591e-08,0.00154910182156,0.00338037764977,6.56371264591e-08,0.0330221039587,0.000899294269616,6.56371264591e-08,0.0870480227472,6.56371264591e-08,6.56371264591e-08,0.00128655331573,6.56371264591e-08,0.0913078722544,6.56371264591e-08,6.56371264591e-08,6.56371264591e-08,6.56371264605e-08,0.0028552806381,6.56371264591e-08,0.00360354387973,0.000275741568255,0.0130815449404,0.0107776818017,0.044305125997,0.00651783229452,6.56371264591e-08,0.00722014954763,0.337066401143,0.0134491128486,0.0512626614017,0.0565989597828,6.56371264591e-08,0.0449155512731,6.56371264591e-08,6.56371264591e-08,6.56371264591e-08,6.56371264591e-08,6.56371264591e-08,6.56371264591e-08,6.56371264591e-08,6.56371264605e-08,6.56371264591e-08,6.56371264591e-08,6.56371264591e-08,0.00888076884704
8668758,4.87543744862e-08,4.87543744862e-08,0.369563082798,4.87543744873e-08,4.87543744862e-08,4.87543744862e-08,4.87543744862e-08,0.000234069751908,0.00135054492764,4.87543744862e-08,4.87543744862e-08,0.00328609359475,4.87543744862e-08,0.0022183727935,0.0321974376651,4.87543744862e-08,0.0159183520241,0.00937063953063,0.00126766249102,0.000858125745333,0.00054609774862,4.87543744862e-08,0.00110677305521,0.00290580947376,4.87543744862e-08,4.87543744862e-08,4.87543744862e-08,4.87543744862e-08,0.00296431472314,0.0143728383529,0.0421384546228,4.87543744873e-08,0.000989762556445,0.00511925807543,0.00146755542641,4.87543744862e-08,0.00512413351288,0.00158944136263,0.0034616093429,0.0570670440905,4.87543744862e-08,4.87543744863e-08,0.00868807828782,4.87543744862e-08,0.00254990254001,4.87543744862e-08,4.87543744862e-08,0.0471260271328,4.87543744873e-08,4.87543744862e-08,4.87543744863e-08,4.87543744862e-08,0.00117015374204,4.87543744862e-08,0.00242801660379,4.87543744862e-08,4.87543744862e-08,5.36785663094e-05,0.0866219459041,0.0276389036506,4.87543744873e-08,0.00104826780583,0.00424655477213,0.000594852123107,0.0842281061168,0.0836381781855,4.87543744862e-08,0.0473307955056,4.87543744862e-08,0.00435868983345,4.87543744862e-08,4.87543744862e-08,4.87543744862e-08,0.000863001182781,0.00693292080632,4.87543744862e-08,0.00172595361119,4.87543744862e-08,4.87543744862e-08,0.0136366472982
8642058,2.60866389453e-07,2.60866389452e-07,2.60866389452e-07,0.00260892476092,2.60866389453e-07,2.60866389453e-07,2.60866389453e-07,2.60866389453e-07,0.0142174790916,0.153859257366,2.60866389453e-07,0.0365737286677,2.60866389453e-07,0.000391560450568,0.0392084792011,2.60866389453e-07,2.60866389458e-07,2.60866389453e-07,2.60866389453e-07,2.60866389453e-07,2.60866389453e-07,0.0364432954729,2.60866389453e-07,2.60866389452e-07,2.60866389453e-07,2.60866389452e-07,2.60866389453e-07,2.60866389452e-07,2.60866389452e-07,0.106798960708,0.0209217453005,2.60866389453e-07,2.60866389452e-07,2.60866389453e-07,2.60866389453e-07,2.60866389453e-07,0.0234521492782,2.60866389458e-07,2.60866389453e-07,0.0223825970814,0.000235040616897,2.60866389453e-07,2.60866389452e-07,2.60866389452e-07,2.60866389452e-07,2.60866389452e-07,2.60866389452e-07,0.0545995961788,2.60866389452e-07,2.60866389452e-07,2.60866389453e-07,0.000939379868419,2.60866389452e-07,2.60866389452e-07,2.60866389452e-07,2.60866389453e-07,0.016852229625,0.00772190599419,0.0137218329516,2.60866389453e-07,0.0142696523694,0.0107218694729,2.60866389452e-07,2.60866389453e-07,0.00837407196782,0.0181565615723,0.256014535475,0.109329364686,2.60866389452e-07,2.60866389453e-07,2.60866389453e-07,2.60866389453e-07,2.60866389453e-07,2.60866389453e-07,0.00120024625787,0.0309911879334,2.60866389452e-07,2.60866389452e-07,2.60866389453e-07,2.60866389453e-07
1249739,2.34390748128e-07,2.34390748128e-07,2.3673465561e-05,2.34390748128e-07,2.34390748128e-07,0.00989152396177,2.34390748128e-07,2.34390748128e-07,0.00398487710893,0.0990537645498,0.00232070279722,0.140001828248,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,0.066215620737,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,0.015376267468,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,0.00147689610396,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,0.0424952770264,0.0281740023158,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,0.0294631514305,2.34390748128e-07,0.0271661220988,2.34390748128e-07,2.34390748128e-07,0.0151418767198,0.00133626165508,2.34390748128e-07,0.00281292336829,0.0158919271139,2.34390748134e-07,0.0121651142186,0.00166440870246,0.023767456251,2.34390748128e-07,0.000422137737379,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,0.0130089209119,9.39906899995e-05,2.34390748128e-07,2.34390748128e-07,0.00829766687449,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,0.00360985191193,0.325920569663,0.0730598305824,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07,0.00942274246551,0.00897740004407,0.018751494241,2.34390748128e-07,2.34390748128e-07,2.34390748128e-07
1587643,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,0.00199204087164,0.000718908884819,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,0.000759977658587,2.05343868843e-07,0.00129387171758,2.05343868843e-07,0.00515433645182,0.427731484143,2.05343868843e-07,0.0359353823914,0.000780512045471,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,0.456294816299,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,0.0021768503536,2.05343868847e-07,2.05343868843e-07,2.05343868843e-07,0.001396543652,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,0.00464097677972,0.00232059106179,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,0.00053409940286,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868847e-07,2.05343868843e-07,2.05343868843e-07,0.000657305724166,0.00199204087164,2.05343868847e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,0.0479479987187,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,0.00605784947473,0.00160188752084,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07,2.05343868843e-07
10599900,1.99545833683e-07,1.99545833683e-07,1.99545833683e-07,0.00544780080537,1.99545833682e-07,1.99545833683e-07,6.00632959384e-05,2.01541292019e-05,1.99545833682e-07,0.00189588496582,1.99545833683e-07,1.99545833682e-07,1.99545833682e-07,0.00377161580243,0.461849031604,1.99545833683e-07,0.0322867154357,0.00049906413004,1.99545833683e-07,1.99545833683e-07,1.99545833683e-07,0.435449117808,1.99545833682e-07,1.99545833682e-07,0.000459154963304,1.99545833683e-07,1.99545833682e-07,1.99545833683e-07,0.00301334163444,1.99545833683e-07,2.01541292019e-05,1.99545833682e-07,1.99545833682e-07,1.99545833683e-07,1.99545833682e-07,1.99545833683e-07,1.99545833682e-07,1.99545833683e-07,1.99545833683e-07,0.00564734663905,0.0017162937155,1.99545833683e-07,1.99545833683e-07,1.99545833682e-07,1.99545833682e-07,1.99545833682e-07,1.99545833682e-07,1.99545833687e-07,1.99545833683e-07,1.99545833682e-07,1.99545833683e-07,1.99545833683e-07,1.99545833682e-07,1.99545833687e-07,0.000199745379516,1.99545833682e-07,0.0008382920473,0.00201561246603,1.99545833687e-07,1.99545833683e-07,1.99545833682e-07,1.99545833682e-07,1.99545833683e-07,1.99545833683e-07,0.0426231896204,1.99545833683e-07,1.99545833682e-07,1.99545833723e-07,1.99545833687e-07,1.99545833683e-07,2.01541292019e-05,1.99545833683e-07,1.99545833683e-07,2.01541292019e-05,0.00213533996624,1.99545833683e-07,1.99545833682e-07,1.99545833683e-07,1.99545833683e-07,1.99545833683e-07
8622214,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,0.130550509792,2.35905807529e-07,2.35905807529e-07,0.005614794125,0.0019582541083,2.35905807534e-07,0.200472991144,2.35905807529e-07,0.0518995135622,0.00153362365475,4.74170673134e-05,2.35905807529e-07,2.35905807529e-07,0.00158080481625,0.0106395878254,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,0.327154409787,2.35905807529e-07,0.00792667103879,7.10076480663e-05,0.00460039915263,2.35905807529e-07,2.35905807529e-07,0.00285469617691,2.35905807529e-07,2.35905807529e-07,0.000943859135924,0.094315377756,0.00785589929653,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,0.000165369971078,2.35905807529e-07,0.0532677672459,0.00450603682961,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,0.00497784844467,2.35905807529e-07,0.00726613477771,0.00101463087818,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,0.0028075150154,0.00582710935178,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,0.0192265592194,2.35905807529e-07,2.35905807529e-07,0.0188727005081,0.00870516020363,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,2.35905807529e-07,0.0209486716144,2.35905807529e-07,0.00176952946228,0.000613591005383,2.35905807529e-07,2.35905807529e-07
IA650,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,0.292618213412,0.0120413829576,4.72192579021e-07,0.00297528544041,0.00236143508769,4.72192579021e-07,0.169045415482,4.72192579021e-07,0.098216528629,0.00510015204601,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,0.019596464222,0.110021343105,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,0.00524180981972,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,0.0295597276393,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,0.00292806618251,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,0.0092082274835,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,0.151574290058,4.72192579021e-07,4.72192579032e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,0.00528902907762,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,0.0124663562787,4.72192579021e-07,4.72192579021e-07,0.00807496529385,0.0093498852572,4.72192579021e-07,0.0360287659719,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,4.72192579021e-07,0.00845271935706,0.00982207783622,4.72192579021e-07,4.72192579021e-07
1998152,0.00512728110325,3.71515187541e-07,3.71515187541e-07,0.0445078909826,3.71515187541e-07,3.71515187541e-07,0.0241117071866,3.71515187541e-07,0.176618691672,0.00813655412233,0.0308361320811,0.324444584795,3.71515187541e-07,0.0247804345242,0.173052145872,3.71515187541e-07,0.0125947363728,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,0.0138950395292,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,0.00323255364679,3.71515187541e-07,0.0264151013493,0.0146380699043,0.00312109909053,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,0.00661334185341,3.71515187541e-07,3.71515187541e-07,0.00122637163407,3.71515187541e-07,0.000743401890269,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,0.00278673542174,0.014229403198,3.71515187541e-07,3.71515187541e-07,0.0109972210664,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,3.75230339416e-05,0.000186129108958,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,0.00107776555906,3.71515187541e-07,3.71515187541e-07,0.0112572816977,3.71515187541e-07,0.00308394757178,3.71515187541e-07,0.00375267490935,0.00148643226535,0.0428360726386,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07,0.0123346757415,3.71515187541e-07,0.00182079593414,3.71515187541e-07,3.71515187541e-07,3.71515187541e-07
8587634,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,1.83013425869e-07,1.83013425865e-07,0.00461212134522,1.83013425865e-07,1.83013425865e-07,1.83013425869e-07,0.0578324255867,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,0.00818088314959,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,0.00106166088344,1.83013425865e-07,0.00177541324432,1.83013425865e-07,1.83013425865e-07,0.494722075811,1.83013425865e-07,0.00162900250362,1.83013425865e-07,0.00829069120511,0.0445639522115,0.0138359980088,0.00338593139193,1.83013425865e-07,0.0656287975286,1.83013425865e-07,0.00311141125313,1.83013425865e-07,0.0100110174082,0.00741222676096,0.0519393932739,0.0168923222208,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,0.0126830134259,1.83013425865e-07,1.83013425865e-07,0.00148259176293,0.023920037774,1.83013425865e-07,0.00977309995461,1.83013425865e-07,1.83013425865e-07,0.0153550094435,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,1.83013425865e-07,0.00658866634456,1.83013425865e-07,0.0202780705993,1.83013425865e-07,0.0322654499934,1.83013425865e-07,1.83013425865e-07,0.00137278370741,1.83013425865e-07,1.83013425865e-07,0.00367875287331,0.0562585101243,0.0196558249513,1.83013425865e-07,1.83013425869e-07,0.0017937145869,1.83013425865e-07
7684504,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,0.0210232047156,1.5561102224e-07,0.000700405211102,1.55611022243e-07,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,7.79611221422e-05,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,0.0130092370703,0.0397276495889,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,0.0092590114343,0.109456948655,1.5561102224e-07,1.5561102224e-07,0.00124504378894,0.00739167916742,1.5561102224e-07,0.0513829151546,1.5561102224e-07,1.5561102224e-07,0.00670699066956,1.5561102224e-07,1.5561102224e-07,0.0409102933579,4.68389176942e-05,1.5561102224e-07,0.0492199219455,1.5561102224e-07,0.0269831068674,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,0.0058200078428,0.018689039382,1.5561102224e-07,0.0119666432213,1.5561102224e-07,1.5561102224e-07,0.0132270925014,0.0574673061242,0.00150958252675,1.5561102224e-07,0.0450806687539,0.00740724026964,1.5561102224e-07,1.5561102224e-07,0.01076843835,1.5561102224e-07,0.119322687465,1.5561102224e-07,0.00269222629577,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,1.5561102224e-07,0.0088077394698,1.5561102224e-07,0.31604614178,1.5561102224e-07,1.5561102224e-07,0.00404604218926
9974989,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,0.0280552967068,0.0108556218649,0.000496163530741,0.0458002061978,4.95667862878e-07,0.0327145746178,0.3176244622,4.95667862878e-07,0.0354407478637,0.00282580248627,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,0.296509011242,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,0.00520500822809,4.95667862878e-07,0.00639461109899,4.95667862878e-07,0.0141270297599,4.95667862878e-07,4.95667862878e-07,0.133880385431,0.00252840176854,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,0.000843131034756,0.00337103713544,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,5.00624541507e-05,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,0.00302406963142,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,0.0467915419236,4.95667862878e-07,4.95667862878e-07,0.0122930586672,4.95667862878e-07,4.95667862878e-07,0.000149196026726,5.00624541507e-05,4.95667862878e-07,4.95667862878e-07,0.000942264607332,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07,4.95667862878e-07
165432,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,8.43420644257e-08,0.00213393857199,8.43420644238e-08,8.43420644257e-08,8.43420644238e-08,8.43420644238e-08,0.000539873554377,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,8.4342064441e-08,8.43420644238e-08,8.43420644238e-08,0.213807217657,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,0.00531363440077,8.43420644257e-08,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,0.00811379093964,0.0498378102101,0.0807913478537,0.00175439928208,8.43420644257e-08,0.0222157841113,8.43420644238e-08,8.43420644257e-08,8.43420644257e-08,8.43420644238e-08,0.023506217697,0.000345886806202,1.69527549492e-05,8.43420644257e-08,8.43420644238e-08,0.00182187293362,8.43420644257e-08,8.43420644238e-08,0.010407895092,0.00162788618544,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,0.00132425475352,8.43420644238e-08,8.43420644257e-08,8.43420644257e-08,0.00431839804057,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,8.43420644257e-08,0.528546499467,8.43420644238e-08,0.0229748626911,8.43420644238e-08,8.43420644238e-08,8.43420644238e-08,0.000860373399188,8.43420644238e-08,8.43420644238e-08,0.0147768140291,0.00335689850613,0.00086880760563,8.43420644238e-08,0.000733860302552,8.43420644238e-08
1039190,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,0.0119595041085,0.096391785899,3.59133482733e-07,0.00111367292995,3.59133482733e-07,0.00599788829512,0.0389304286617,0.00729076883296,0.00879912946044,0.00111367292995,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,0.54146591105,3.59133482733e-07,3.59133482733e-07,0.198206128254,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.6272481756e-05,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482741e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,0.00811677584325,0.00779355570879,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,3.59133482733e-07,0.030167571683,3.59133482733e-07,0.0049564011952,3.59133482733e-07,3.59133482733e-07,0.0376375481239
1285952,0.00695632242053,7.90401365813e-07,7.90401365814e-07,7.90401365813e-07,7.90401365813e-07,7.90401365814e-07,7.90401365813e-07,7.90401365813e-07,0.044816547843,0.0912921481528,7.90401365813e-07,0.0376238954141,7.90401365813e-07,7.90401365813e-07,0.00822096460583,7.90401365814e-07,0.0881305426896,7.90401365814e-07,7.90401365813e-07,0.00237199449881,7.90401365813e-07,7.90401365813e-07,0.0041108775036,7.90401365814e-07,7.90401365814e-07,0.0548546451888,7.90401365814e-07,7.90401365813e-07,0.115715550356,7.90401365813e-07,7.90401365813e-07,0.0279809987512,7.90401365813e-07,7.90401365814e-07,0.00830000474241,0.00276719518171,7.90401365813e-07,0.000395991084273,7.90401365813e-07,7.90401365813e-07,0.00703536255711,0.017626740859,0.000158870674529,7.90401365813e-07,7.90401365813e-07,7.90401365814e-07,7.90401365813e-07,7.90401365814e-07,7.90401365814e-07,7.90401365814e-07,7.90401365813e-07,7.90401365813e-07,7.90401365814e-07,7.90401365813e-07,7.90401365813e-07,7.90401365814e-07,7.90401365814e-07,7.90401365813e-07,7.90401365813e-07,7.90401365814e-07,7.90401365814e-07,7.90401365813e-07,7.90401365813e-07,7.90401365813e-07,7.90401365813e-07,7.90401365814e-07,7.90401365813e-07,0.0164411388103,7.90401365814e-07,7.90401365814e-07,7.90401365813e-07,7.90401365813e-07,7.90401365813e-07,0.349674354637,0.0860754991385,7.90401365813e-07,7.90401365813e-07,0.0193656238638,0.0100388877472,7.90401365814e-07
6057684,3.04721971673e-07,0.00411405133956,0.0205385656127,3.04721971673e-07,0.000609748665318,6.12491163063e-05,3.04721971673e-07,0.0457390726701,3.04721971673e-07,3.04721971673e-07,3.04721971673e-07,0.00420546793106,3.04721971673e-07,0.0015543867775,0.0671610272787,3.04721971673e-07,3.0472197168e-07,3.04721971673e-07,0.000396443285147,0.0152364033056,3.0776919139e-05,0.00545482801492,0.00319988542454,0.0185274005997,0.00746599302796,3.04721971673e-07,3.04721971673e-07,3.04721971673e-07,0.0237990907096,0.00673466029595,0.0383343287584,3.04721971673e-07,0.00828874235148,0.00591191097243,3.04721971673e-07,3.04721971673e-07,0.0222145364569,0.00323035762171,3.04721971673e-07,0.0844997074669,0.00585096657809,3.04721971673e-07,0.0111531288852,3.04721971673e-07,3.04721971673e-07,0.00377885717072,3.04721971673e-07,0.0358356085907,0.00338271860754,0.000609748665318,0.00188958094634,3.04721971673e-07,0.0199900660637,0.0130424051096,0.000944942834158,3.04721971673e-07,3.04721971673e-07,0.0178265400648,0.0243475902586,0.126124728797,0.0011887204115,0.0259321445113,0.13157925209,0.000914470636991,0.106134967456,0.0487253479925,0.000122193510641,0.0215441481193,3.04721971673e-07,3.04721971673e-07,3.04721971673e-07,3.04721971673e-07,3.04721971673e-07,3.04721971673e-07,0.00639946612711,3.04721971673e-07,3.04721971673e-07,3.04721971673e-07,3.04721971673e-07,0.00536341142342
7655559,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,0.0204422444577,4.16741146589e-05,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,0.0031698308509,0.00430261850622,1.03925472965e-07,0.0162228702553,1.03925472967e-07,1.03925472965e-07,0.0168568156404,0.000415805817332,0.0497388352864,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,0.0650678425488,1.03925472965e-07,0.00218253885773,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,1.03925472967e-07,0.00271255876985,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,0.00245274508744,1.03925472965e-07,0.00416751539136,1.03925472965e-07,0.000259917607885,1.03925472965e-07,0.000966610824046,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,0.651883025645,1.03925472965e-07,1.03925472965e-07,0.01113052208,1.04964727694e-05,1.03925472967e-07,1.03925472965e-07,1.03925472965e-07,0.0022760717834,1.03925472967e-07,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,0.00902083497882,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,0.00245274508744,0.00103935865512,1.03925472965e-07,0.0324248514905,0.0136974812622,1.03925472965e-07,1.03925472967e-07,1.03925472965e-07,1.03925472965e-07,1.03925472965e-07,0.00839728214103,1.03925472965e-07,0.0656810028392,1.03925472965e-07,1.03925472965e-07,0.0129803954988
8596503,0.00145077774074,1.57520302792e-08,1.57520302792e-08,1.57520302792e-08,0.000311905951558,1.57520302824e-08,0.327834420328,0.000220544175939,0.0067970168175,0.0128520972568,0.00163665169804,0.0135798410557,0.000241021815302,0.0030055031293,0.00680804323869,0.000549761608774,0.0103490996455,0.000407993336261,0.0005907168875,0.000738785972124,0.00247150930283,0.000614344932918,0.000765564423599,0.000806519702324,1.57520302792e-08,0.00109005624735,0.000225269785023,0.524055886313,1.57520302792e-08,0.00924960793197,1.57520302792e-08,1.57520302792e-08,0.000206367348688,0.00269203772674,0.0125024021846,0.00287476127798,1.57520302792e-08,0.00155474114059,3.16615808612e-06,1.57520302792e-08,0.000162261663906,0.00027252587586,0.000686804272203,1.57520302792e-08,1.57520302792e-08,0.00099869447173,1.57520302792e-08,0.00123024931683,0.000338684403033,0.00514147843516,1.57520302792e-08,1.57520302792e-08,4.88470458957e-05,0.000376489275703,1.57520302792e-08,1.57520302792e-08,1.57520302792e-08,1.57520302792e-08,1.57520302792e-08,0.00088527985372,1.57520302792e-08,1.57520302792e-08,0.000814395717464,1.57520302795e-08,0.000565513639053,0.00369701725855,0.00132003588943,0.00518873452599,1.57520302792e-08,1.57520302792e-08,0.000926235132446,1.57520302792e-08,1.57520302792e-08,1.57520302792e-08,0.0199326348673,1.57520302792e-08,0.00737984193783,1.57520302792e-08,1.57520302792e-08,0.0035473729709
